feature1,feature2,feature3,target
0.5488135039273248,0.5928802707811576,0.8115184706218832,5.4441822864264005
0.7151893663724195,0.01006369565609333,0.476083985968232,1.4466757029342012
0.6027633760716439,0.47582619585722274,0.5231559899920758,3.799605954203212
0.5448831829968969,0.7087703909410487,0.25052058641717856,3.7120059139309225
0.4236547993389047,0.0439754320240906,0.6050430168104723,1.5448762860675456
0.6458941130666561,0.8795214830237301,0.30290480866983505,4.396736350367042
0.4375872112626925,0.5200814166356731,0.5772840145429821,3.429855436714372
0.8917730007820798,0.03066104832571792,0.16967811557406987,1.6876353845945482
0.9636627605010293,0.2244136119208402,0.1594690923411588,3.745507358962359
0.3834415188257777,0.953675696427313,0.41702974119199354,2.556721384519337
0.7917250380826646,0.5823197330520553,0.42681951511054084,3.314777595532055
0.5288949197529045,0.10747256776880454,0.26810926491253906,0.29499434452021145
0.5680445610939323,0.2875445022805615,0.13159685036669,1.9374586127071316
0.925596638292661,0.4567036258604842,0.039210539213897055,3.5258370343393715
0.07103605819788694,0.020950069267730465,0.025231827287816144,0.8300970077133287
0.08712929970154071,0.4116155136137588,0.2715502900064757,1.3570691430097226
0.02021839744032572,0.48945863543469814,0.46185344216193713,-0.04086224544736816
0.832619845547938,0.2436778752812322,0.726243281306127,4.573606625396673
0.7781567509498505,0.5886390002919866,0.47487170071400897,3.8680333305974415
0.8700121482468192,0.7532401195921768,0.9040508194352818,5.508938093789751
0.978618342232764,0.23583422410563548,0.03521980457540708,4.408679397944671
0.7991585642167236,0.6204999002799877,0.18066062154063434,5.241740863719816
0.46147936225293185,0.6396222429637416,0.33851449277014267,4.963424054821437
0.7805291762864555,0.948540301128841,0.5774961880651225,4.743925560510503
0.11827442586893322,0.7782761672964438,0.8527361578939424,3.075236216187283
0.6399210213275238,0.848345269790006,0.35020195195657644,2.88829446470238
0.1433532874090464,0.49041990843627514,0.2679886825044201,2.740488531639371
0.9446689170495839,0.18534858697938283,0.06188916884289575,2.0817056493786437
0.5218483217500717,0.995815292959635,0.8213034776981041,2.5732273402371684
0.4146619399905236,0.1293557610386996,0.37966644320667897,2.7127497905960407
0.26455561210462697,0.4714573193542654,0.5715501954169343,1.7864351454915308
0.7742336894342167,0.0680930992421066,0.9835554181712204,4.220049966300325
0.45615033221654855,0.9438508573508195,0.0015945706042945762,3.665821931301748
0.5684339488686485,0.9649249408484396,0.14545014069886597,2.150599217977982
0.018789800436355142,0.7193890620039736,0.7791109940193555,-0.44542084498624623
0.6176354970758771,0.3499928436301689,0.8051274852078378,2.2614179166030883
0.6120957227224214,0.25438240111762433,0.7692471190327554,3.1307905764161323
0.6169339968747569,0.2653033245370474,0.5369988910428293,1.6966311960464233
0.9437480785146242,0.12729402542007473,0.9788569810230561,3.4119278180583645
0.6818202991034834,0.5258089530767229,0.39618455999532054,2.0343226328618913
0.359507900573786,0.1418172757014775,0.6019436981131123,2.13397991103435
0.43703195379934145,0.3167306665534563,0.0633690045488483,2.0987521260901105
0.6976311959272649,0.6267064759591049,0.40985744990733874,3.2747713655597095
0.06022547162926983,0.7275436095907498,0.722500087509922,3.7553290228929734
0.6667667154456677,0.024272704622061214,0.2387388407706993,3.7852994236713884
0.6706378696181594,0.4301159843767399,0.9438275890731485,4.381240369217558
0.2103825610738409,0.652124594842139,0.6867833676432891,0.8224090590823456
0.1289262976548533,0.8532459761585128,0.28757538285757145,1.2761560809335475
0.31542835092418386,0.4753247822120824,0.7689989227058563,3.0730638709858207
0.3637107709426226,0.9692058717176852,0.0831647718081091,2.484151247826757
0.5701967704178796,0.2656325475414473,0.9747744225104565,2.7295383971351663
0.43860151346232035,0.01350870662671888,0.04928525907355852,2.291074607302017
0.9883738380592262,0.4837528647017362,0.9334558911487183,5.376957956622287
